r100014,r397114
r136855,r985108
r136874,r181636
r136874,r822082
r136921,r935505
r136950,r981194
r136973,r453317
r137081,r850583
r137081,r997347
r137112,r435727
r137115,r755614
r137130,r492468
r137130,r682255
r137130,r735727
r137163,r483934
r137180,r496878
r137180,r956999
r137181,r993814
r137213,r148126
r137242,r232065
r137257,r164480
r137288,r731034
r137314,r367468
r137314,r511600
r137314,r842311
r137349,r369512
r137353,r479443
r137375,r733340
r137424,r469443
r137424,r621414
r137424,r986959
r137471,r884209
r137483,r184117
r137548,r153518
r137600,r242217
r137636,r373558
r137638,r822439
r137660,r337403
r137660,r703723
r137668,r417132
r137728,r168843
r137735,r199976
r137776,r582922
r137780,r825441
r137821,r618601
r137822,r160241
r137829,r230865
r137835,r917228
r137892,r174572
r137892,r529635
r137956,r637590
r137964,r627813
r137966,r782451
r137987,r185429
r138016,r247456
r138086,r196647
r138086,r496523
r138086,r502169
r138086,r637623
r138101,r345065
r138101,r791729
r138142,r531627
r138281,r121265
r138281,r159095
r138292,r215552
r138359,r961530
r138394,r163288
r138434,r681048
r138453,r790761
r138469,r622862
r138472,r454622
r138472,r780015
r138500,r138436
r138500,r484272
r138500,r960547
r138512,r886065
r138678,r540747
r138705,r552283
r138756,r926774
r138770,r148116
r138770,r864404
r138805,r422329
r138887,r822980
r138931,r708212
r138944,r252233
r138944,r380688
r139021,r804650
r139062,r579727
r139064,r808988
r139091,r662090
r139094,r749353
r139105,r298732
r139105,r619439
r139105,r862302
r139105,r949885
r139164,r129580
r139164,r207578
r139164,r415915
r139164,r554257
r139164,r737708
r139169,r444678
r139169,r818268
r139169,r820311
r139169,r987673
r139202,r922586
r139221,r255506
r139234,r184314
r139268,r785384
r139307,r110418
r139321,r933694
r139323,r395829
r139323,r977617
r139458,r841554
r139489,r337982
r139491,r991834
r139598,r407633
r139628,r708643
r139669,r999474
r139685,r737525
r139689,r938189
r139746,r916813
r139803,r576702
r139803,r869470
r139803,r910791
r139803,r965164
r139803,r975069
r139863,r423725
r139863,r896814
r139881,r914467
r139906,r507115
r139931,r634551
r139984,r248111
r139984,r373039
r139984,r418946
r139984,r567789
r139984,r693503
r139984,r824865
r139992,r205169
r139992,r293047
r139992,r524191
r140119,r362153
r140120,r473368
r140152,r637139
r140423,r776218
r140442,r373558
r140491,r735101
r140491,r971912
r140656,r872772
r140697,r377445
r140770,r692953
r140843,r939656
r140850,r576045
r140850,r795495
r140869,r430949
r140971,r738696
r141019,r460376
r141062,r837937
r141131,r155239
r141131,r519991
r141219,r140140
r141219,r161909
r141219,r757240
r141219,r829635
r141219,r860763
r141258,r654524
r141317,r174808
r141317,r467721
r141317,r478856
r141317,r654964
r141317,r988854
r141328,r551540
r141337,r453928
r141371,r418047
r141467,r342120
r141477,r401243
r141478,r427428
r141499,r620629
r141513,r774769
r141542,r221265
r141589,r597769
r141695,r608136
r141695,r629247
r141695,r814027
r141695,r913538
r141695,r944001
r141695,r969360
r141696,r186536
r141774,r539803
r141799,r951099
r141833,r874865
r141859,r489541
r141859,r929752
r141898,r503737
r141907,r344303
r141927,r841139
r141993,r268082
r142023,r311519
r142023,r588422
r142070,r452622
r142090,r202296
r142090,r337649
r142116,r700923
r142116,r762781
r142121,r597152
r142129,r755281
r142157,r729982
r142199,r493855
r142211,r704172
r142228,r511257
r142228,r620440
r142228,r695754
r142324,r424204
r142341,r674809
r142400,r499487
r142400,r840064
r142457,r748775
r142468,r788772
r142470,r390077
r142484,r326426
r142484,r326749
r142592,r328889
r142627,r158533
r142630,r424482
r142636,r127989
r142636,r306097
r142636,r462576
r142636,r501619
r142636,r631139
r142636,r771488
r142641,r471725
r142667,r502470
r142680,r534909
r142795,r148020
r142808,r490179
r142809,r438702
r142809,r543098
r142873,r100363
r142879,r679441
r142906,r954923
r142933,r380973
r142933,r520743
r142953,r357738
r143005,r582867
r143005,r790764
r143005,r991790
r143019,r638477
r143065,r916225
r143110,r210945
r143110,r264142
r143150,r859968
r143162,r646569
r143170,r570262
r143202,r718280
r143224,r944402
r143287,r316752
r143288,r320696
r143366,r882975
r143400,r248707
r143439,r247692
r143439,r624248
r143439,r934553
r143439,r937073
r143494,r268755
r143494,r871247
r143519,r301854
r143543,r512602
r143654,r505562
r143654,r858557
r143668,r460069
r143668,r810764
r143668,r998163
r143674,r310730
r143731,r275893
r143731,r776590
r143743,r138744
r143743,r331308
r143765,r234563
r143765,r257859
r143798,r560775
r143808,r395802
r143808,r680570
r143818,r855706
r143858,r456935
r143873,r731152
r143873,r797487
r143873,r902226
r143873,r926991
r143901,r479159
r143902,r774068
r143924,r878428
r144002,r484736
r144015,r115654
r144015,r534132
r144033,r123870
r144033,r848776
r144118,r763056
r144152,r316524
r144152,r500721
r144161,r548812
r144172,r885291
r144175,r911320
r144177,r224317
r144177,r316795
r144177,r912000
r144202,r762266
r144246,r451171
r144265,r728928
r144281,r202455
r144295,r205536
r144331,r100346
r144417,r629752
r144446,r677563
r144468,r827830
r144477,r921602
r144549,r768724
r144558,r283550
r144558,r362367
r144558,r731985
r144573,r125582
r144573,r140293
r144573,r160397
r144573,r160883
r144573,r178857
r144573,r247692
r144573,r519143
r144573,r689574
r144573,r732904
r144573,r814730
r144573,r937073
r144589,r395965
r144596,r859874
r144633,r648424
r144665,r928876
r144682,r438222
r144682,r945841
r144688,r486177
r144688,r595878
r144688,r807315
r144691,r331133
r144783,r448013
r144783,r572278
r144846,r446158
r144846,r984208
r144846,r995621
r144887,r577098
r144969,r497195
r145044,r245548
r145053,r422117
r145065,r296017
r145065,r829411
r145099,r850269
r145175,r442824
r145175,r624248
r145219,r601124
r145219,r826307
r145219,r854145
r145273,r667631
r145306,r759648
r145306,r912448
r145320,r251633
r145330,r826475
r145365,r120115
r145381,r221636
r145381,r482486
r145406,r214110
r145406,r900163
r145449,r834692
r145457,r361209
r145459,r685468
r145551,r917386
r145605,r586455
r145634,r542437
r145634,r923305
r145791,r504195
r145792,r354471
r145815,r603764
r145895,r608150
r145905,r536424
r145942,r176407
r145956,r130882
r145971,r264886
r145971,r661954
r146066,r419770
r146066,r645527
r146066,r803821
r146385,r982066
r146429,r946436
r146474,r595403
r146489,r446440
r146524,r362809
r146542,r500844
r146542,r869470
r146545,r459049
r146553,r148513
r146553,r709740
r146582,r364408
r146584,r108273
r146604,r731197
r146622,r276952
r146683,r704540
r146694,r419943
r146819,r298187
r146819,r862684
r146831,r349479
r146838,r622627
r146848,r763965
r146848,r869510
r146874,r487356
r146935,r464176
r146954,r484449
r146969,r647414
r147002,r284075
r147078,r642119
r147150,r569969
r147187,r615284
r147187,r919616
r147201,r152032
r147201,r868170
r147207,r220671
r147207,r266958
r147207,r502265
r147350,r207903
r147469,r123184
r147469,r236896
r147488,r294990
r147539,r419334
r147539,r977542
r147590,r507757
r147622,r656666
r147687,r566601
r147704,r429223
r147708,r201960
r147757,r659197
r147818,r514078
r147828,r959384
r147937,r129214
r147937,r536161
r147937,r934596
r147979,r431593
r147983,r194614
r148025,r429913
r148025,r608690
r148044,r460425
r148065,r383532
r148065,r539482
r148065,r579555
r148072,r359976
r148084,r232445
r148103,r333890
r148103,r653968
r148195,r887431
r148204,r405871
r148204,r531634
r148204,r536523
r148204,r541757
r148204,r912344
r148235,r461674
r148235,r868285
r148249,r231590
r148262,r334022
r148358,r225133
r148388,r517362
r148388,r574473
r148394,r840206
r148402,r295015
r148419,r559501
r148433,r913810
r148536,r283358
r148536,r369610
r148536,r414664
r148572,r553563
r148572,r788772
r148643,r376703
r148658,r647527
r148682,r200999
r148683,r843827
r148721,r186628
r148721,r465062
r148721,r831991
r148753,r120189
r148877,r428540
r148962,r634051
r149013,r872350
r149023,r246209
r149023,r973127
r149053,r111373
r149053,r137157
r149074,r206885
r149074,r514633
r149074,r659607
r149084,r828583
r149133,r932789
r149206,r872126
r149249,r791422
r149249,r846450
r149264,r201581
r149264,r977854
r149318,r244172
r149318,r962982
r149360,r704775
r149360,r945413
r149369,r409996
r149369,r962652
r149404,r283964
r149533,r125264
r149554,r351397
r149554,r822980
r149554,r875826
r149566,r329529
r149585,r943306
r149616,r467979
r149622,r719411
r149642,r381435
r149642,r395802
r149642,r680570
r149642,r810219
r149788,r410525
r149788,r867250
r149789,r155588
r149789,r411302
r149908,r842186
r149908,r881101
r149936,r365236
r149936,r407537
r149955,r224551
r149955,r765578
r149967,r802814
r149972,r862631
r150124,r992901
r150145,r128608
r150145,r293446
r150145,r300611
r150179,r694805
r150193,r466772
r150214,r945369
r150341,r320771
r150341,r654608
r150408,r199267
r150577,r848077
r150584,r622037
r150584,r802536
r150589,r983159
r150593,r467011
r150596,r322566
r150602,r592960
r150661,r869510
r150689,r996913
r150761,r861927
r150781,r161286
r150781,r572990
r150789,r145198
r150796,r813234
r150804,r483235
r150861,r742747
r150875,r220665
r150924,r793063
r150960,r768284
r150985,r293124
r150985,r663256
r151009,r345329
r151009,r722611
r151203,r227955
r151267,r150544
r151273,r965129
r151303,r760861
r151394,r273624
r151394,r480997
r151394,r670648
r151404,r376535
r151404,r945962
r151451,r149978
r151514,r716618
r151533,r791450
r151585,r677843
r151585,r678634
r151607,r227955
r151777,r133498
r151777,r378072
r151839,r639528
r151869,r739667
r151893,r514166
r151913,r507154
r151918,r872498
r151935,r733909
r151940,r750656
r152069,r380803
r152069,r405486
r152069,r423085
r152069,r623608
r152069,r935096
r152069,r975937
r152095,r362194
r152095,r482811
r152099,r347219
r152099,r474367
r152144,r567456
r152150,r329202
r152150,r511685
r152207,r427540
r152241,r619357
r152278,r277807
r152310,r673594
r152353,r614038
r152353,r815957
r152358,r432445
r152385,r835497
r152432,r510567
r152436,r129821
r152573,r490594
r152655,r846004
r152655,r997348
r152661,r730152
r152664,r184197
r152664,r321814
r152665,r407203
r152665,r755397
r152665,r779143
r152703,r827830
r152715,r324739
r152715,r524905
r152721,r879872
r152765,r921394
r152800,r541452
r152877,r134392
r152904,r294771
r152956,r335352
r152956,r736577
r153009,r971432
r153046,r676567
r153165,r115070
r153165,r308695
r153165,r614672
r153180,r214250
r153265,r297120
r153274,r210113
r153274,r512988
r153274,r742747
r153274,r870061
r153296,r122318
r153296,r182081
r153296,r292465
r153296,r452751
r153296,r463199
r153296,r499364
r153296,r525659
r153296,r539999
r153296,r709694
r153296,r778599
r153296,r944728
r153296,r982291
r153296,r991790
r153297,r251605
r153297,r653287
r153299,r114693
r153299,r449710
r153352,r122226
r153382,r442785
r153398,r214250
r153426,r154152
r153440,r520934
r153457,r838758
r153467,r448557
r153467,r868639
r153485,r746034
r153492,r710333
r153660,r284476
r153686,r500758
r153706,r333621
r153706,r530409
r153728,r453398
r153728,r533359
r153728,r903619
r153744,r128871
r153779,r381987
r153800,r226070
r153821,r451808
r153868,r775139
r153879,r906227
r153916,r416957
r153916,r715054
r153916,r837251
r153923,r706761
r153931,r398243
r153966,r870869
r154012,r252691
r154179,r265221
r154288,r153262
r154288,r224317
r154288,r411997
r154288,r783688
r154294,r106306
r154294,r224580
r154300,r643693
r154319,r705723
r154364,r382423
r154364,r635847
r154367,r474434
r154367,r694956
r154401,r102362
r154416,r824416
r154431,r795220
r154438,r518946
r154492,r660023
r154504,r132716
r154522,r528227
r154531,r254003
r154554,r259490
r154556,r389048
r154594,r337019
r154594,r982174
r154635,r509731
r154635,r891771
r154657,r464870
r154657,r997854
r154668,r380394
r154695,r160241
r154695,r401685
r154695,r764601
r154695,r851501
r154701,r882791
r154717,r157112
r154717,r801831
r154717,r803623
r154719,r120584
r154719,r152044
r154719,r335657
r154719,r419946
r154719,r523925
r154719,r758622
r154719,r782088
r154719,r829636
r154719,r847435
r154719,r852973
r154719,r982004
r154758,r113694
r154758,r137870
r154758,r826569
r154824,r262195
r154824,r541590
r154886,r769612
r154886,r780425
r154970,r396653
r155007,r791244
r155014,r260616
r155027,r459355
r155067,r729318
r155067,r882505
r155137,r322363
r155137,r375587
r155232,r218834
r155288,r519166
r155288,r692953
r155387,r419300
r155424,r121396
r155512,r947836
r155547,r422653
r155564,r202936
r155564,r514906
r155578,r228953
r155578,r477910
r155614,r694301
r155701,r110618
r155701,r121721
r155701,r278439
r155701,r809250
r155701,r848463
r155724,r405008
r155724,r455812
r155761,r860602
r155761,r917853
r155795,r135013
r155819,r266195
r155819,r293683
r155831,r750141
r155831,r859170
r155838,r996339
r155874,r621976
r155874,r729970
r155884,r753872
r155977,r262595
r156003,r629957
r156003,r654575
r156045,r473012
r156084,r744856
r156099,r461875
r156123,r502894
r156195,r712629
r156207,r138933
r156207,r231825
r156207,r887225
r156216,r385098
r156271,r685468
r156295,r421383
r156295,r428490
r156295,r853416
r156317,r752171
r156393,r937963
r156434,r293244
r156455,r103890
r156665,r514708
r156695,r749927
r156697,r501438
r156703,r941050
r156719,r534098
r156744,r146333
r156785,r313855
r156815,r216572
r156815,r601378
r156815,r661151
r156827,r898099
r156828,r134598
r156840,r230689
r156840,r833768
r156840,r899986
r156844,r250845
r156844,r343715
r156844,r415016
r156844,r973281
r156866,r141117
r156894,r193658
r156894,r320137
r156894,r896862
r156894,r938526
r156978,r443128
r157008,r794858
r157014,r636625
r157014,r826727
r157015,r162289
r157015,r885002
r157028,r333625
r157067,r894171
r157067,r975440
r157097,r258808
r157099,r536038
r157114,r153229
r157156,r202684
r157191,r947079
r157208,r541525
r157235,r675970
r157235,r927288
r157273,r422876
r157273,r709106
r157273,r751263
r157273,r886930
r157324,r646067
r157362,r349936
r157388,r977743
r157440,r975061
r157442,r808604
r157540,r346937
r157556,r525426
r157616,r973673
r157663,r869786
r157783,r268755
r157783,r871247
r157810,r761480
r157815,r800836
r157837,r583414
r157873,r353772
r157895,r409453
r157921,r299720
r157990,r760214
r158053,r407756
r158057,r520437
r158058,r718028
r158058,r835016
r158060,r197942
r158060,r404660
r158060,r536523
r158100,r256046
r158100,r473001
r158100,r572868
r158100,r663832
r158100,r665084
r158131,r803697
r158131,r871592
r158200,r950041
r158214,r113456
r158214,r229398
r158224,r357738
r158224,r735101
r158224,r736290
r158238,r716785
r158276,r358830
r158336,r656933
r158355,r866923
r158381,r879957
r158387,r212243
r158410,r630019
r158412,r190263
r158498,r978780
r158509,r281751
r158556,r753045
r158565,r900224
r158646,r117629
r158654,r657942
r158654,r686892
r158654,r855969
r158654,r863947
r158676,r454757
